,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
944,2020.0,Female,23.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Average,11.0,2.5,2.0,4.0,80.0,Networking,2.0,Software,2.88,3.6,109,False,60000.0
945,2021.0,Female,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Family,No,No,Poor,5.0,3.0,2.0,6.0,90.0,Programming,4.0,Software,2.61,3.57,130,False,60000.0
946,2021.0,Female,23.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,7.0,1.0,2.0,2.0,100.0,Networking,2.0,Artificial Intelligence,2.85,3.79,66,False,60000.0
947,2019.0,Male,23.0,2019.0,BCSE,No,No,Offline,Yes,No,Advance,No,No,No,Single,No,Family,No,No,Poor,12.0,1.0,2.0,10.0,100.0,Networking,1.0,Networking,2.19,3.7,111,False,60000.0
948,2021.0,Female,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,7.0,5.0,2.0,4.0,60.0,Networking,2.0,Software,1.9,2.81,97,False,60000.0
949,2020.0,Female,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Bachelor,Yes,No,Poor,8.0,5.0,2.0,7.0,75.0,Networking,3.0,Hardware,1.89,3.08,117,False,60000.0
950,2021.0,Female,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10.0,6.0,3.0,10.0,100.0,Web development skill(Backend),1.0,Software,2.77,3.81,136,False,60000.0
951,2021.0,Male,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Poor,6.0,1.0,1.0,8.0,95.0,Programming,1.0,Data Science,1.4,2.95,61,False,60000.0
952,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Poor,6.0,5.0,3.0,4.0,50.0,Machine Learning,1.0,UI/UX,1.76,2.87,68,False,60000.0
953,2021.0,Female,20.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Married,No,Family,No,No,Average,7.0,5.0,3.0,2.0,100.0,Networking,1.0,Hardware,2.66,3.83,102,False,60000.0
954,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Poor,9.0,2.0,2.0,2.0,35.0,Programming,1.0,UI/UX,1.56,2.62,107,False,62000.0
955,2022.0,Female,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Average,5.0,3.0,2.0,3.0,100.0,Networking,4.0,Hardware,2.87,3.91,61,False,62000.0
956,2019.0,Male,24.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,10.0,2.0,1.0,7.0,87.0,Cyber security,3.0,Data Science,2.09,3.23,129,False,64000.0
957,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,9.0,4.0,2.0,2.0,86.0,Artificial Intelligence,2.0,Data Science,1.56,2.66,120,False,64000.0
958,2020.0,Female,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,No,Family,Yes,No,Average,10.0,7.0,3.0,3.0,100.0,Networking,4.0,Hardware,2.78,3.89,138,False,65000.0
959,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,Yes,Family,No,No,Poor,9.0,1.0,1.0,2.0,67.0,Cyber security,2.0,Data Science,2.45,3.51,103,False,65000.0
960,2022.0,Female,19.0,2022.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Average,3.0,3.0,1.0,3.0,95.0,Machine Learning,1.0,Hardware,2.78,3.89,35,False,65000.0
961,2019.0,Male,24.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,Yes,No,Poor,11.0,5.0,2.0,3.0,100.0,Web development skill(Frontend),2.0,Software,1.67,2.73,143,False,66000.0
962,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,No,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,10.0,2.0,2.0,9.0,100.0,Programming,4.0,Software,1.55,2.68,134,False,66000.0
963,2023.0,Female,19.0,2021.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,No,No,Poor,2.0,2.0,2.0,10.0,77.0,Machine Learning,2.0,Software,1.87,2.88,35,False,66000.0
964,2022.0,Male,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,5.0,4.0,2.0,2.0,85.0,Web development skill(Frontend),4.0,Software,1.56,2.63,65,False,66000.0
965,2021.0,Female,23.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,7.0,2.0,2.0,6.0,100.0,Programming,1.0,Hardware,2.7,3.5,66,False,67000.0
966,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,No,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Average,9.0,2.0,2.0,2.0,89.0,Networking,4.0,Hardware,2.76,3.8,113,False,67000.0
967,2021.0,Male,22.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,8.0,2.0,2.0,3.0,68.0,Cyber security,4.0,Data Science,1.45,2.56,88,False,67000.0
968,2020.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Married,Yes,Family,No,No,Poor,8.0,5.0,3.0,6.0,90.0,Programming,2.0,UI/UX,1.55,2.76,77,False,68000.0
969,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,9.0,2.0,3.0,2.0,87.0,Networking,4.0,Hardware,2.67,3.73,101,False,68000.0
970,2021.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,9.0,2.0,2.0,3.0,86.0,Artificial Intelligence,1.0,Data Science,2.86,3.9,119,False,68000.0
971,2020.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,Yes,No,Poor,6.0,4.0,3.0,2.0,80.0,Cyber security,3.0,UI/UX,2.03,3.25,59,False,70000.0
972,2019.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,No,No,Poor,10.0,4.0,2.0,7.0,95.0,Networking,2.0,Software,2.31,3.65,140,False,70000.0
973,2021.0,Female,22.0,2019.0,BCSE,Yes,No,Offline,Yes,No,Advance,No,No,No,Single,Yes,Bachelor,No,No,Average,8.0,4.0,3.0,3.0,100.0,Networking,3.0,Hardware,2.66,3.78,109,False,70000.0
974,2022.0,Female,20.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,5.0,6.0,2.0,3.0,100.0,Programming,2.0,Software,2.11,3.26,87,False,70000.0
975,2022.0,Male,19.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,5.0,3.0,3.0,3.0,100.0,Networking,4.0,Hardware,1.67,2.7,77,False,70000.0
976,2019.0,Male,23.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,11.0,3.0,2.0,5.0,97.0,Programming,3.0,UI/UX,2.4,3.44,139,False,71000.0
977,2021.0,Female,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Poor,3.0,3.0,2.0,10.0,30.0,Machine Learning,1.0,Hardware,1.55,2.81,34,False,73000.0
978,2022.0,Female,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,5.0,2.0,9.0,90.0,Cyber security,1.0,Data Science,2.55,3.59,72,False,73000.0
979,2021.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Family,No,No,Poor,9.0,1.0,3.0,3.0,87.0,Web development skill(Frontend),4.0,Software,2.45,3.56,123,False,74000.0
980,2019.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Average,11.0,6.0,4.0,2.0,100.0,Programming,3.0,UI/UX,2.77,3.87,139,False,75000.0
981,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Average,8.0,3.0,1.0,3.0,100.0,Programming,2.0,UI/UX,2.53,3.6,95,False,75000.0
982,2022.0,Female,19.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,Yes,No,Poor,6.0,3.0,1.0,3.0,43.0,Machine Learning,2.0,Data Science,1.65,2.71,73,False,75000.0
983,2021.0,Female,19.0,2020.0,BCSE,No,No,Online,Yes,Yes,Basic,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,4.0,3.0,1.0,9.0,70.0,Artificial Intelligence,3.0,Hardware,2.32,3.68,46,False,77000.0
984,2020.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Average,11.0,1.0,3.0,2.0,76.0,Programming,2.0,UI/UX,2.61,3.7,144,False,77000.0
985,2020.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Poor,11.0,2.0,1.0,3.0,54.0,Programming,4.0,UI/UX,1.55,2.61,143,False,77000.0
986,2021.0,Male,19.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,4.0,4.0,2.0,8.0,100.0,Machine Learning,2.0,Data Science,2.23,3.67,45,False,77000.0
987,2018.0,Male,25.0,2017.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,12.0,1.0,3.0,3.0,60.0,Programming,3.0,Software,2.45,3.34,122,False,78000.0
988,2020.0,Female,22.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Married,No,Family,Yes,No,Poor,11.0,1.0,1.0,3.0,90.0,Networking,1.0,Artificial Intelligence,2.11,3.56,132,False,78000.0
989,2020.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,10.0,3.0,2.0,5.0,77.0,Artificial Intelligence,1.0,Data Science,1.59,2.62,132,False,78000.0
990,2019.0,Male,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,Yes,Family,No,No,Average,11.0,5.0,1.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.56,3.67,143,False,78000.0
991,2021.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,No,Advance,No,No,No,Single,Yes,Bachelor,No,No,Average,6.0,6.0,3.0,3.0,100.0,Networking,1.0,Data Science,2.76,3.77,97,False,78000.0
992,2021.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,9.0,2.0,3.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.76,3.8,124,False,78000.0
993,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,8.0,3.0,3.0,2.0,100.0,Cyber security,4.0,Data Science,2.61,3.7,98,False,79000.0
994,2020.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,No,Family,No,No,Average,11.0,1.0,3.0,3.0,100.0,Programming,4.0,UI/UX,2.75,3.86,143,False,79000.0
995,2020.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,Yes,No,In a relationship,Yes,Family,No,No,Poor,10.0,2.0,3.0,3.0,90.0,Programming,3.0,Data Science,1.98,3.39,125,False,80000.0
996,2020.0,Male,20.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,9.0,6.0,4.0,3.0,100.0,Programming,3.0,UI/UX,2.77,3.87,125,False,80000.0
997,2022.0,Male,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,5.0,2.0,2.0,5.0,78.0,Artificial Intelligence,2.0,Hardware,1.79,2.82,71,False,80000.0
998,2022.0,Female,21.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,6.0,3.0,2.0,2.0,100.0,Artificial Intelligence,2.0,nan,1.88,2.91,74,False,80000.0
999,2020.0,Male,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,Yes,No,Poor,8.0,3.0,1.0,7.0,71.0,Machine Learning,1.0,Software,2.38,3.49,109,False,81000.0
1000,2021.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9.0,4.0,2.0,5.0,100.0,Web development skill(Backend),1.0,Software,2.08,3.21,113,False,83000.0
1001,2022.0,Female,21.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,4.0,5.0,2.0,7.0,70.0,Programming,1.0,Hardware,1.89,3.4,56,False,86000.0
1002,2021.0,Male,20.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,Yes,Yes,Married,Yes,Family,No,No,Poor,6.0,2.0,1.0,5.0,31.0,Programming,1.0,Software,1.21,2.47,139,False,87000.0
1003,2020.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,8.0,3.0,2.0,6.0,60.0,Machine Learning,2.0,Software,1.81,2.86,117,False,87000.0
1004,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,8.0,5.0,3.0,8.0,100.0,Programming,3.0,UI/UX,2.45,3.68,124,False,87000.0
1005,2018.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,Yes,Family,No,No,Poor,11.0,2.0,2.0,2.0,100.0,Web development skill(Backend),2.0,Software,1.56,2.66,143,False,88000.0
1006,2020.0,Female,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,11.0,3.0,1.0,3.0,100.0,Web development skill(Frontend),2.0,Software,1.6,2.68,143,False,88000.0
1007,2020.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,11.0,3.0,2.0,3.0,56.0,Programming,2.0,UI/UX,1.81,2.89,144,False,88000.0
1008,2021.0,Female,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,7.0,3.0,3.0,2.0,100.0,Artificial Intelligence,5.0,nan,1.76,2.81,96,False,88000.0
1009,2020.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,10.0,2.0,1.0,2.0,86.0,Artificial Intelligence,4.0,Data Science,1.57,2.65,135,False,89000.0
1010,2020.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Bachelor,No,No,Poor,10.0,3.5,4.0,5.0,100.0,Networking,2.0,Hardware,2.05,3.45,85,False,90000.0
1011,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,No,Family,No,No,Poor,9.0,3.0,2.0,1.0,67.0,Programming,2.0,UI/UX,2.38,3.47,130,False,90000.0
1012,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,No,Advance,Yes,No,No,In a relationship,Yes,Family,No,No,Average,8.0,2.0,2.0,2.0,100.0,Programming,1.0,UI/UX,2.67,3.73,93,False,90000.0
1013,2022.0,Male,22.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,6.0,3.0,1.0,2.0,100.0,Web development skill(Backend),2.0,Software,1.56,2.67,71,False,90000.0
1014,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Family,No,No,Poor,9.0,2.0,2.0,3.0,100.0,Networking,1.0,Hardware,1.91,2.96,109,False,94000.0
1015,2020.0,Male,24.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,Yes,No,Poor,9.0,3.0,2.0,2.0,70.0,Networking,2.0,UI/UX,1.89,3.18,113,False,95000.0
1016,2021.0,Female,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,7.0,4.0,2.0,6.0,100.0,Web development skill(Backend),1.0,UI/UX,2.76,3.88,109,False,95000.0
1017,2020.0,Female,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Bachelor,No,No,Average,11.0,3.0,1.0,3.0,100.0,Programming,2.0,nan,2.76,3.84,144,False,96000.0
1018,2022.0,Male,20.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,Yes,Bachelor,No,No,Average,6.0,5.0,3.0,2.0,76.0,Programming,1.0,UI/UX,2.7,3.87,78,False,97000.0
1019,2019.0,Male,22.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,11.0,2.0,1.0,3.0,100.0,Programming,2.0,UI/UX,2.56,3.64,143,False,98000.0
1020,2022.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Family,No,No,Poor,5.0,1.0,1.0,2.0,78.0,Networking,1.0,Hardware,1.81,2.84,71,False,98000.0
1021,2020.0,Male,24.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,Yes,No,Poor,8.0,2.0,4.0,8.0,98.0,Networking,3.0,Hardware,2.53,3.36,76,False,100000.0
1022,2019.0,Female,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,2.0,1.0,7.0,90.0,Networking,2.0,Hardware,2.54,3.57,84,False,100000.0
1023,2019.0,Female,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,6.0,4.0,2.0,4.0,80.0,Programming,1.0,Software,2.45,3.5,16,False,100000.0
1024,2020.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Good,8.0,8.0,3.0,2.0,100.0,Networking,4.0,UI/UX,2.91,4.0,97,False,100000.0
1025,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,Yes,Family,No,No,Poor,6.0,1.0,2.0,2.0,54.0,Networking,4.0,Hardware,2.67,3.77,78,False,100000.0
1026,2019.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,11.0,5.0,3.0,8.0,77.0,Machine Learning,2.0,Software,2.33,3.88,144,False,110000.0
1027,2021.0,Male,24.0,2019.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,Married,Yes,Family,No,No,Average,10.0,1.0,2.0,3.0,100.0,Networking,4.0,Hardware,2.87,3.91,140,False,110000.0
1028,2020.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,No,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,10.0,4.0,2.0,9.0,100.0,Artificial Intelligence,4.0,Hardware,2.09,3.23,119,False,110000.0
1029,2020.0,Female,25.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Married,Yes,Family,No,No,Poor,9.0,3.0,3.0,3.0,77.0,Networking,2.0,Hardware,1.67,2.73,124,False,112000.0
1030,2022.0,Female,20.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,5.0,1.0,1.0,10.0,45.0,Cyber security,1.0,Data Science,1.15,2.39,75,False,112000.0
1031,2022.0,Female,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Married,No,Family,No,No,Average,5.0,2.0,2.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.56,3.64,68,False,113000.0
1032,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,7.0,3.0,2.0,3.0,100.0,Programming,3.0,Software,1.99,2.94,88,False,120000.0
1033,2023.0,Female,19.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,Yes,No,Single,Yes,Bachelor,No,No,Average,2.0,6.0,4.0,4.0,100.0,Cyber security,3.0,Data Science,2.78,3.8,29,False,120000.0
1034,2020.0,Male,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,10.0,3.0,2.0,7.0,100.0,Cyber security,1.0,Hardware,2.21,3.3,137,False,122000.0
1035,2020.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Poor,11.0,3.0,3.0,3.0,100.0,Artificial Intelligence,1.0,Data Science,1.46,2.51,143,False,122000.0
1036,2020.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,Yes,No,Poor,10.0,2.0,2.0,2.0,64.0,Networking,4.0,Hardware,2.67,3.78,136,False,127000.0
1037,2020.0,Male,21.0,2018.0,BCSE,No,No,Online,Yes,No,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,9.0,5.0,3.0,7.0,100.0,Networking,2.0,Hardware,2.32,3.78,123,False,130000.0
1038,2022.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Poor,4.0,4.0,2.0,7.0,79.0,Artificial Intelligence,3.0,Hardware,2.22,3.41,59,False,133000.0
1039,2022.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,3.0,4.0,2.0,7.0,80.0,Programming,1.0,UI/UX,1.88,2.97,29,False,140000.0
1040,2020.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,Married,No,Bachelor,No,No,Poor,10.0,2.0,1.0,3.0,73.0,Networking,2.0,Hardware,1.45,2.52,135,False,140000.0
1041,2020.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,Yes,Family,No,No,Poor,9.0,3.0,1.0,2.0,87.0,Networking,4.0,Hardware,1.54,2.62,121,False,144000.0
1042,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,8.0,3.0,3.0,3.0,100.0,Networking,1.0,Hardware,2.78,3.86,89,False,145000.0
1043,2019.0,Male,21.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,11.0,2.0,2.0,3.0,80.0,Programming,4.0,UI/UX,2.1,3.41,139,False,150000.0
1044,2020.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,No,Advance,Yes,No,Yes,Single,No,Family,No,No,Average,11.0,2.0,3.0,2.0,100.0,Networking,1.0,Hardware,2.57,3.63,144,False,150000.0
1045,2022.0,Female,19.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Poor,4.0,5.0,2.0,4.0,100.0,Artificial Intelligence,1.0,Software,2.44,3.59,68,False,155000.0
1046,2019.0,Male,23.0,2019.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,Yes,No,Married,No,Family,No,No,Poor,10.0,3.0,1.0,2.0,78.0,Networking,1.0,Hardware,1.67,2.77,139,False,160000.0
1047,2021.0,Female,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,6.0,3.0,3.0,5.0,100.0,Artificial Intelligence,1.0,Hardware,1.55,2.61,92,False,165000.0
1048,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,Yes,No,Poor,9.0,2.0,1.0,2.0,100.0,Cyber security,1.0,Data Science,2.34,3.42,103,False,165000.0
1049,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,No,Single,Yes,Family,No,No,Poor,7.0,2.0,1.0,6.0,80.0,Web development skill(Backend),2.0,Hardware,1.54,2.95,90,False,169000.0
1050,2020.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Family,No,No,Poor,5.0,4.0,3.0,5.0,70.0,Web development skill(Backend),2.0,Software,2.0,3.03,71,False,170000.0
1051,2020.0,Female,21.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Family,No,No,Poor,9.0,2.0,1.0,10.0,50.0,Cyber security,2.0,Hardware,1.35,2.66,105,False,200000.0
1052,2020.0,Female,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,Yes,Average,7.0,6.0,5.0,3.0,100.0,Programming,4.0,Software,2.64,3.34,70,False,200000.0
1053,2020.0,Female,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,9.0,3.0,4.0,8.0,50.0,Cyber security,1.0,UI/UX,1.7,3.0,95,False,200000.0
